index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
1423547,100000299,"(106.663, 10.7538)","(106.669, 10.7605)","(106.66799999999999, 10.7647)","('phù_đổng_thiên_vương', 'nguyễn_tri_phương', 'nhật_tảo')",14,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_4_quận_10')"
1423814,100000299,"(106.663, 10.7538)","(106.66799999999999, 10.7647)","(106.66799999999999, 10.7649)","('phù_đổng_thiên_vương', 'nhật_tảo', 'nguyễn_tri_phương')",12,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_4_quận_10')"
1423820,100000299,"(106.663, 10.7538)","(106.66799999999999, 10.7647)","(106.667, 10.7679)","('phù_đổng_thiên_vương', 'nhật_tảo', 'thành_thái')",14,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_8_quận_10')"
1423835,100000299,"(106.663, 10.7538)","(106.66799999999999, 10.7647)","(106.66799999999999, 10.7733)","('phù_đổng_thiên_vương', 'nhật_tảo', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_12_quận_10')"
1424046,100000299,"(106.663, 10.7538)","(106.667, 10.7679)","(106.667, 10.772)","('phù_đổng_thiên_vương', 'thành_thái', 'hẻm_436a_3_tháng_2')",14,TRUE,"('phường_11_quận_5', 'phường_8_quận_10', 'phường_12_quận_10')"
1424259,100000299,"(106.663, 10.7538)","(106.667, 10.772)","(106.66799999999999, 10.7733)","('phù_đổng_thiên_vương', 'hẻm_436a_3_tháng_2', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_11_quận_5', 'phường_12_quận_10', 'phường_12_quận_10')"
1424363,100000299,"(106.663, 10.7538)","(106.66799999999999, 10.7733)","(106.66799999999999, 10.7727)","('phù_đổng_thiên_vương', 'sidewalk_inside_pham_ngoc_thach_university', 'hẻm_449_sư_vạn_hạnh')",14,TRUE,"('phường_11_quận_5', 'phường_12_quận_10', 'phường_12_quận_10')"
1426042,100000299,"(106.663, 10.7551)","(106.663, 10.7553)","(106.666, 10.755999999999998)","('mạc_thiên_tích', 'mạc_thiên_tích', 'hồng_bàng')",12,TRUE,"('phường_11_quận_5', 'phường_11_quận_5', 'phường_11_quận_5')"
1426044,100000299,"(106.663, 10.7551)","(106.663, 10.7553)","(106.666, 10.7562)","('mạc_thiên_tích', 'mạc_thiên_tích', 'ngô_quyền')",12,TRUE,"('phường_11_quận_5', 'phường_11_quận_5', 'phường_9_quận_5')"
1426073,100000299,"(106.663, 10.7551)","(106.663, 10.7553)","(106.666, 10.7718)","('mạc_thiên_tích', 'mạc_thiên_tích', 'hẻm_58_thành_thái')",12,TRUE,"('phường_11_quận_5', 'phường_11_quận_5', 'phường_12_quận_10')"
1426093,100000299,"(106.663, 10.7551)","(106.663, 10.7553)","(106.66799999999999, 10.7723)","('mạc_thiên_tích', 'mạc_thiên_tích', 'hẻm_407/42_sư_vạn_hạnh')",12,TRUE,"('phường_11_quận_5', 'phường_11_quận_5', 'phường_12_quận_10')"
1432268,100000299,"(106.666, 10.755999999999998)","(106.669, 10.7598)","(106.667, 10.7679)","('hồng_bàng', 'ngã_sáu_nguyễn_tri_phương', 'thành_thái')",14,TRUE,"('phường_11_quận_5', 'phường_9_quận_10', 'phường_8_quận_10')"
1432283,100000299,"(106.666, 10.755999999999998)","(106.669, 10.7598)","(106.66799999999999, 10.7733)","('hồng_bàng', 'ngã_sáu_nguyễn_tri_phương', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_11_quận_5', 'phường_9_quận_10', 'phường_12_quận_10')"
1432303,100000299,"(106.666, 10.755999999999998)","(106.669, 10.7605)","(106.66799999999999, 10.7647)","('hồng_bàng', 'nguyễn_tri_phương', 'nhật_tảo')",14,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_4_quận_10')"
1432570,100000299,"(106.666, 10.755999999999998)","(106.66799999999999, 10.7647)","(106.66799999999999, 10.7649)","('hồng_bàng', 'nhật_tảo', 'nguyễn_tri_phương')",12,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_4_quận_10')"
1432576,100000299,"(106.666, 10.755999999999998)","(106.66799999999999, 10.7647)","(106.667, 10.7679)","('hồng_bàng', 'nhật_tảo', 'thành_thái')",14,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_8_quận_10')"
1432591,100000299,"(106.666, 10.755999999999998)","(106.66799999999999, 10.7647)","(106.66799999999999, 10.7733)","('hồng_bàng', 'nhật_tảo', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_11_quận_5', 'phường_4_quận_10', 'phường_12_quận_10')"
1432802,100000299,"(106.666, 10.755999999999998)","(106.667, 10.7679)","(106.667, 10.772)","('hồng_bàng', 'thành_thái', 'hẻm_436a_3_tháng_2')",14,TRUE,"('phường_11_quận_5', 'phường_8_quận_10', 'phường_12_quận_10')"
1433015,100000299,"(106.666, 10.755999999999998)","(106.667, 10.772)","(106.66799999999999, 10.7733)","('hồng_bàng', 'hẻm_436a_3_tháng_2', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_11_quận_5', 'phường_12_quận_10', 'phường_12_quận_10')"
1433119,100000299,"(106.666, 10.755999999999998)","(106.66799999999999, 10.7733)","(106.66799999999999, 10.7727)","('hồng_bàng', 'sidewalk_inside_pham_ngoc_thach_university', 'hẻm_449_sư_vạn_hạnh')",14,TRUE,"('phường_11_quận_5', 'phường_12_quận_10', 'phường_12_quận_10')"
1434481,100000299,"(106.666, 10.7562)","(106.666, 10.7562)","(106.669, 10.7605)","('ngô_quyền', 'ngô_quyền', 'nguyễn_tri_phương')",13,TRUE,"('phường_9_quận_5', 'phường_9_quận_5', 'phường_4_quận_10')"
1434768,100000299,"(106.666, 10.7562)","(106.669, 10.7598)","(106.667, 10.7679)","('ngô_quyền', 'ngã_sáu_nguyễn_tri_phương', 'thành_thái')",14,TRUE,"('phường_9_quận_5', 'phường_9_quận_10', 'phường_8_quận_10')"
1434783,100000299,"(106.666, 10.7562)","(106.669, 10.7598)","(106.66799999999999, 10.7733)","('ngô_quyền', 'ngã_sáu_nguyễn_tri_phương', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_9_quận_5', 'phường_9_quận_10', 'phường_12_quận_10')"
1434803,100000299,"(106.666, 10.7562)","(106.669, 10.7605)","(106.66799999999999, 10.7647)","('ngô_quyền', 'nguyễn_tri_phương', 'nhật_tảo')",14,TRUE,"('phường_9_quận_5', 'phường_4_quận_10', 'phường_4_quận_10')"
1435070,100000299,"(106.666, 10.7562)","(106.66799999999999, 10.7647)","(106.66799999999999, 10.7649)","('ngô_quyền', 'nhật_tảo', 'nguyễn_tri_phương')",12,TRUE,"('phường_9_quận_5', 'phường_4_quận_10', 'phường_4_quận_10')"
1435076,100000299,"(106.666, 10.7562)","(106.66799999999999, 10.7647)","(106.667, 10.7679)","('ngô_quyền', 'nhật_tảo', 'thành_thái')",14,TRUE,"('phường_9_quận_5', 'phường_4_quận_10', 'phường_8_quận_10')"
1435091,100000299,"(106.666, 10.7562)","(106.66799999999999, 10.7647)","(106.66799999999999, 10.7733)","('ngô_quyền', 'nhật_tảo', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_9_quận_5', 'phường_4_quận_10', 'phường_12_quận_10')"
1435302,100000299,"(106.666, 10.7562)","(106.667, 10.7679)","(106.667, 10.772)","('ngô_quyền', 'thành_thái', 'hẻm_436a_3_tháng_2')",14,TRUE,"('phường_9_quận_5', 'phường_8_quận_10', 'phường_12_quận_10')"
1435515,100000299,"(106.666, 10.7562)","(106.667, 10.772)","(106.66799999999999, 10.7733)","('ngô_quyền', 'hẻm_436a_3_tháng_2', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_9_quận_5', 'phường_12_quận_10', 'phường_12_quận_10')"
1435619,100000299,"(106.666, 10.7562)","(106.66799999999999, 10.7733)","(106.66799999999999, 10.7727)","('ngô_quyền', 'sidewalk_inside_pham_ngoc_thach_university', 'hẻm_449_sư_vạn_hạnh')",14,TRUE,"('phường_9_quận_5', 'phường_12_quận_10', 'phường_12_quận_10')"
1442078,100000299,"(106.669, 10.7598)","(106.669, 10.7605)","(106.667, 10.772)","('ngã_sáu_nguyễn_tri_phương', 'nguyễn_tri_phương', 'hẻm_436a_3_tháng_2')",13,TRUE,"('phường_9_quận_10', 'phường_4_quận_10', 'phường_12_quận_10')"
1442559,100000299,"(106.669, 10.7598)","(106.667, 10.7679)","(106.666, 10.7718)","('ngã_sáu_nguyễn_tri_phương', 'thành_thái', 'hẻm_58_thành_thái')",14,TRUE,"('phường_9_quận_10', 'phường_8_quận_10', 'phường_12_quận_10')"
1442579,100000299,"(106.669, 10.7598)","(106.667, 10.7679)","(106.66799999999999, 10.7723)","('ngã_sáu_nguyễn_tri_phương', 'thành_thái', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_9_quận_10', 'phường_8_quận_10', 'phường_12_quận_10')"
1442735,100000299,"(106.669, 10.7598)","(106.666, 10.7718)","(106.66799999999999, 10.7733)","('ngã_sáu_nguyễn_tri_phương', 'hẻm_58_thành_thái', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_9_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1442879,100000299,"(106.669, 10.7598)","(106.66799999999999, 10.7733)","(106.66799999999999, 10.7723)","('ngã_sáu_nguyễn_tri_phương', 'sidewalk_inside_pham_ngoc_thach_university', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_9_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1443203,100000299,"(106.669, 10.7605)","(106.66799999999999, 10.7647)","(106.666, 10.7718)","('nguyễn_tri_phương', 'nhật_tảo', 'hẻm_58_thành_thái')",14,TRUE,"('phường_4_quận_10', 'phường_4_quận_10', 'phường_12_quận_10')"
1443223,100000299,"(106.669, 10.7605)","(106.66799999999999, 10.7647)","(106.66799999999999, 10.7723)","('nguyễn_tri_phương', 'nhật_tảo', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_4_quận_10', 'phường_4_quận_10', 'phường_12_quận_10')"
1443589,100000299,"(106.669, 10.7605)","(106.666, 10.7718)","(106.666, 10.772)","('nguyễn_tri_phương', 'hẻm_58_thành_thái', 'hẻm_58_thành_thái')",13,TRUE,"('phường_4_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1443819,100000299,"(106.669, 10.7605)","(106.66799999999999, 10.7723)","(106.66799999999999, 10.7723)","('nguyễn_tri_phương', 'hẻm_407/42_sư_vạn_hạnh', 'hẻm_407/42_sư_vạn_hạnh')",13,TRUE,"('phường_4_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1448172,100000299,"(106.66799999999999, 10.7647)","(106.66799999999999, 10.7649)","(106.666, 10.7718)","('nhật_tảo', 'nguyễn_tri_phương', 'hẻm_58_thành_thái')",12,TRUE,"('phường_4_quận_10', 'phường_4_quận_10', 'phường_12_quận_10')"
1448192,100000299,"(106.66799999999999, 10.7647)","(106.66799999999999, 10.7649)","(106.66799999999999, 10.7723)","('nhật_tảo', 'nguyễn_tri_phương', 'hẻm_407/42_sư_vạn_hạnh')",12,TRUE,"('phường_4_quận_10', 'phường_4_quận_10', 'phường_12_quận_10')"
1448355,100000299,"(106.66799999999999, 10.7647)","(106.667, 10.7679)","(106.666, 10.7718)","('nhật_tảo', 'thành_thái', 'hẻm_58_thành_thái')",14,TRUE,"('phường_4_quận_10', 'phường_8_quận_10', 'phường_12_quận_10')"
1448375,100000299,"(106.66799999999999, 10.7647)","(106.667, 10.7679)","(106.66799999999999, 10.7723)","('nhật_tảo', 'thành_thái', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_4_quận_10', 'phường_8_quận_10', 'phường_12_quận_10')"
1448531,100000299,"(106.66799999999999, 10.7647)","(106.666, 10.7718)","(106.66799999999999, 10.7733)","('nhật_tảo', 'hẻm_58_thành_thái', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_4_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1448675,100000299,"(106.66799999999999, 10.7647)","(106.66799999999999, 10.7733)","(106.66799999999999, 10.7723)","('nhật_tảo', 'sidewalk_inside_pham_ngoc_thach_university', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_4_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1451794,100000299,"(106.667, 10.7679)","(106.666, 10.7718)","(106.667, 10.772)","('thành_thái', 'hẻm_58_thành_thái', 'hẻm_436a_3_tháng_2')",14,TRUE,"('phường_8_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1451851,100000299,"(106.667, 10.7679)","(106.667, 10.772)","(106.66799999999999, 10.7723)","('thành_thái', 'hẻm_436a_3_tháng_2', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_8_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1453785,100000299,"(106.666, 10.7718)","(106.667, 10.772)","(106.66799999999999, 10.7733)","('hẻm_58_thành_thái', 'hẻm_436a_3_tháng_2', 'sidewalk_inside_pham_ngoc_thach_university')",14,TRUE,"('phường_12_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1453889,100000299,"(106.666, 10.7718)","(106.66799999999999, 10.7733)","(106.66799999999999, 10.7727)","('hẻm_58_thành_thái', 'sidewalk_inside_pham_ngoc_thach_university', 'hẻm_449_sư_vạn_hạnh')",14,TRUE,"('phường_12_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1454251,100000299,"(106.667, 10.772)","(106.66799999999999, 10.7733)","(106.66799999999999, 10.7723)","('hẻm_436a_3_tháng_2', 'sidewalk_inside_pham_ngoc_thach_university', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_12_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1454987,100000299,"(106.66799999999999, 10.7733)","(106.669, 10.7735)","(106.669, 10.7734)","('sidewalk_inside_pham_ngoc_thach_university', 'sư_vạn_hạnh', 'sidewalk_inside_pham_ngoc_thach_university')",12,TRUE,"('phường_12_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1455011,100000299,"(106.66799999999999, 10.7733)","(106.66799999999999, 10.7727)","(106.66799999999999, 10.7723)","('sidewalk_inside_pham_ngoc_thach_university', 'hẻm_449_sư_vạn_hạnh', 'hẻm_407/42_sư_vạn_hạnh')",14,TRUE,"('phường_12_quận_10', 'phường_12_quận_10', 'phường_12_quận_10')"
1620377,100000318,"(106.671, 10.7695)","(106.669, 10.7506)","(106.669, 10.7576)","('sư_vạn_hạnh', 'nguyễn_tri_phương', 'empty')",12,TRUE,"('phường_10_quận_10', 'phường_6_quận_5', 'phường_9_quận_5')"
1620380,100000318,"(106.671, 10.7695)","(106.669, 10.7506)","(106.669, 10.7597)","('sư_vạn_hạnh', 'nguyễn_tri_phương', 'ngã_sáu_nguyễn_tri_phương')",14,TRUE,"('phường_10_quận_10', 'phường_6_quận_5', 'phường_9_quận_10')"
1620948,100000318,"(106.671, 10.7695)","(106.669, 10.7576)","(106.669, 10.7583)","('sư_vạn_hạnh', 'empty', 'nguyễn_tri_phương')",12,TRUE,"('phường_10_quận_10', 'phường_9_quận_5', 'phường_9_quận_5')"
1620967,100000318,"(106.671, 10.7695)","(106.669, 10.7576)","(106.671, 10.7695)","('sư_vạn_hạnh', 'empty', 'sư_vạn_hạnh')",12,TRUE,"('phường_10_quận_10', 'phường_9_quận_5', 'phường_10_quận_10')"
1621087,100000318,"(106.671, 10.7695)","(106.669, 10.7597)","(106.671, 10.7695)","('sư_vạn_hạnh', 'ngã_sáu_nguyễn_tri_phương', 'sư_vạn_hạnh')",12,TRUE,"('phường_10_quận_10', 'phường_9_quận_10', 'phường_10_quận_10')"
1621447,100000318,"(106.671, 10.7695)","(106.66799999999999, 10.7678)","(106.67, 10.7692)","('sư_vạn_hạnh', '3_tháng_2', '3_tháng_2')",14,TRUE,"('phường_10_quận_10', 'phường_8_quận_10', 'phường_10_quận_10')"
1621461,100000318,"(106.671, 10.7695)","(106.66799999999999, 10.7678)","(106.666, 10.7778)","('sư_vạn_hạnh', '3_tháng_2', 'tô_hiến_thành')",12,TRUE,"('phường_10_quận_10', 'phường_8_quận_10', 'phường_15_quận_10')"
1752995,100000318,"(106.669, 10.7506)","(106.669, 10.7576)","(106.669, 10.7597)","('nguyễn_tri_phương', 'empty', 'ngã_sáu_nguyễn_tri_phương')",12,TRUE,"('phường_6_quận_5', 'phường_9_quận_5', 'phường_9_quận_10')"
1766830,100000318,"(106.669, 10.7576)","(106.66799999999999, 10.7678)","(106.666, 10.7778)","('empty', '3_tháng_2', 'tô_hiến_thành')",12,TRUE,"('phường_9_quận_5', 'phường_8_quận_10', 'phường_15_quận_10')"
1769171,100000318,"(106.669, 10.7597)","(106.66799999999999, 10.7678)","(106.666, 10.7778)","('ngã_sáu_nguyễn_tri_phương', '3_tháng_2', 'tô_hiến_thành')",12,TRUE,"('phường_9_quận_10', 'phường_8_quận_10', 'phường_15_quận_10')"
1775359,100000318,"(106.66799999999999, 10.7678)","(106.666, 10.7778)","(106.665, 10.7776)","('3_tháng_2', 'tô_hiến_thành', 'tô_hiến_thành')",12,TRUE,"('phường_8_quận_10', 'phường_15_quận_10', 'phường_15_quận_10')"
1775427,100000318,"(106.669, 10.7686)","(106.669, 10.7687)","(106.671, 10.7695)","('lý_thái_tổ', 'lý_thái_tổ', 'sư_vạn_hạnh')",12,TRUE,"('phường_10_quận_10', 'phường_10_quận_10', 'phường_10_quận_10')"
1779001,100000322,"(106.602, 10.8589)","(106.602, 10.8583)","(106.60700000000001, 10.8553)","('nguyễn_thị_sóc', 'empty', 'nguyễn_ảnh_thủ')",13,TRUE,"('xã_bà_điểm_huyện_hóc_môn', 'xã_xuân_thới_đông_huyện_hóc_môn', 'xã_trung_chánh_huyện_hóc_môn')"
1779010,100000322,"(106.602, 10.8589)","(106.602, 10.8583)","(106.61399999999999, 10.8444)","('nguyễn_thị_sóc', 'empty', 'hầm_chui_an_sương_-_n1')",13,TRUE,"('xã_bà_điểm_huyện_hóc_môn', 'xã_xuân_thới_đông_huyện_hóc_môn', 'phường_trung_mỹ_tây_quận_12')"
1779011,100000322,"(106.602, 10.8589)","(106.602, 10.8583)","(106.615, 10.8432)","('nguyễn_thị_sóc', 'empty', 'hầm_chui_an_sương_-_n2')",13,TRUE,"('xã_bà_điểm_huyện_hóc_môn', 'xã_xuân_thới_đông_huyện_hóc_môn', 'xã_bà_điểm_huyện_hóc_môn')"
1779012,100000322,"(106.602, 10.8589)","(106.602, 10.8583)","(106.615, 10.8424)","('nguyễn_thị_sóc', 'empty', 'ngã_tư_an_sương')",13,TRUE,"('xã_bà_điểm_huyện_hóc_môn', 'xã_xuân_thới_đông_huyện_hóc_môn', 'phường_tân_hưng_thuận_quận_12')"
1779059,100000322,"(106.602, 10.8589)","(106.602, 10.8583)","(106.664, 10.8616)","('nguyễn_thị_sóc', 'empty', 'cầu_bến_cát_1')",13,TRUE,"('xã_bà_điểm_huyện_hóc_môn', 'xã_xuân_thới_đông_huyện_hóc_môn', 'phường_thới_an_quận_12')"
1779064,100000322,"(106.602, 10.8589)","(106.602, 10.8583)","(106.67, 10.8617)","('nguyễn_thị_sóc', 'empty', 'thạnh_lộc_27')",13,TRUE,"('xã_bà_điểm_huyện_hóc_môn', 'xã_xuân_thới_đông_huyện_hóc_môn', 'phường_thạnh_lộc_quận_12')"
1827136,100000322,"(106.604, 10.8597)","(106.60700000000001, 10.8553)","(106.649, 10.8617)","('quốc_lộ_22', 'nguyễn_ảnh_thủ', 'cầu_vượt_tân_thới_hiệp')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'xã_trung_chánh_huyện_hóc_môn', 'phường_tân_thới_hiệp_quận_12')"
1827814,100000322,"(106.604, 10.8597)","(106.61399999999999, 10.8444)","(106.615, 10.8432)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n1', 'hầm_chui_an_sương_-_n2')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_trung_mỹ_tây_quận_12', 'xã_bà_điểm_huyện_hóc_môn')"
1827815,100000322,"(106.604, 10.8597)","(106.61399999999999, 10.8444)","(106.615, 10.8424)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n1', 'ngã_tư_an_sương')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_trung_mỹ_tây_quận_12', 'phường_tân_hưng_thuận_quận_12')"
1827862,100000322,"(106.604, 10.8597)","(106.61399999999999, 10.8444)","(106.664, 10.8616)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n1', 'cầu_bến_cát_1')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_trung_mỹ_tây_quận_12', 'phường_thới_an_quận_12')"
1827867,100000322,"(106.604, 10.8597)","(106.61399999999999, 10.8444)","(106.67, 10.8617)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n1', 'thạnh_lộc_27')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_trung_mỹ_tây_quận_12', 'phường_thạnh_lộc_quận_12')"
1827878,100000322,"(106.604, 10.8597)","(106.61399999999999, 10.8444)","(106.681, 10.8613)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n1', 'empty')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_trung_mỹ_tây_quận_12', 'phường_thạnh_lộc_quận_12')"
1827889,100000322,"(106.604, 10.8597)","(106.615, 10.8432)","(106.615, 10.8424)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n2', 'ngã_tư_an_sương')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'xã_bà_điểm_huyện_hóc_môn', 'phường_tân_hưng_thuận_quận_12')"
1827936,100000322,"(106.604, 10.8597)","(106.615, 10.8432)","(106.664, 10.8616)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n2', 'cầu_bến_cát_1')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'xã_bà_điểm_huyện_hóc_môn', 'phường_thới_an_quận_12')"
1827941,100000322,"(106.604, 10.8597)","(106.615, 10.8432)","(106.67, 10.8617)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n2', 'thạnh_lộc_27')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'xã_bà_điểm_huyện_hóc_môn', 'phường_thạnh_lộc_quận_12')"
1827952,100000322,"(106.604, 10.8597)","(106.615, 10.8432)","(106.681, 10.8613)","('quốc_lộ_22', 'hầm_chui_an_sương_-_n2', 'empty')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'xã_bà_điểm_huyện_hóc_môn', 'phường_thạnh_lộc_quận_12')"
1828009,100000322,"(106.604, 10.8597)","(106.615, 10.8424)","(106.664, 10.8616)","('quốc_lộ_22', 'ngã_tư_an_sương', 'cầu_bến_cát_1')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_tân_hưng_thuận_quận_12', 'phường_thới_an_quận_12')"
1828014,100000322,"(106.604, 10.8597)","(106.615, 10.8424)","(106.67, 10.8617)","('quốc_lộ_22', 'ngã_tư_an_sương', 'thạnh_lộc_27')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_tân_hưng_thuận_quận_12', 'phường_thạnh_lộc_quận_12')"
1828025,100000322,"(106.604, 10.8597)","(106.615, 10.8424)","(106.681, 10.8613)","('quốc_lộ_22', 'ngã_tư_an_sương', 'empty')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_tân_hưng_thuận_quận_12', 'phường_thạnh_lộc_quận_12')"
1830317,100000322,"(106.604, 10.8597)","(106.664, 10.8616)","(106.67, 10.8617)","('quốc_lộ_22', 'cầu_bến_cát_1', 'thạnh_lộc_27')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_thới_an_quận_12', 'phường_thạnh_lộc_quận_12')"
1830328,100000322,"(106.604, 10.8597)","(106.664, 10.8616)","(106.681, 10.8613)","('quốc_lộ_22', 'cầu_bến_cát_1', 'empty')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_thới_an_quận_12', 'phường_thạnh_lộc_quận_12')"
1830443,100000322,"(106.604, 10.8597)","(106.67, 10.8617)","(106.681, 10.8613)","('quốc_lộ_22', 'thạnh_lộc_27', 'empty')",12,TRUE,"('xã_xuân_thới_đông_huyện_hóc_môn', 'phường_thạnh_lộc_quận_12', 'phường_thạnh_lộc_quận_12')"
1937489,100000322,"(106.664, 10.8616)","(106.666, 10.8617)","(106.681, 10.8613)","('cầu_bến_cát_1', 'quốc_lộ_1', 'empty')",14,TRUE,"('phường_thới_an_quận_12', 'phường_thạnh_xuân_quận_12', 'phường_thạnh_lộc_quận_12')"
1940722,100000337,"(106.676, 10.7557)","(106.64, 10.7546)","(106.69, 10.7859)","('empty', 'empty', 'pasteur')",12,TRUE,"('phường_7_quận_5', 'phường_1_quận_11', 'phường_8_quận_3')"
1940780,100000337,"(106.676, 10.7557)","(106.64, 10.7546)","(106.697, 10.741)","('empty', 'empty', 'nguyễn_thị_thập')",12,TRUE,"('phường_7_quận_5', 'phường_1_quận_11', 'phường_tân_hưng_quận_7')"
1941474,100000337,"(106.676, 10.7557)","(106.714, 10.8013)","(106.68, 10.7764)","('empty', 'cầu_vượt_ngã_tư_hàng_xanh', 'số_8')",12,TRUE,"('phường_7_quận_5', 'phường_21_quận_bình_thạnh', 'phường_11_quận_10')"
1941488,100000337,"(106.676, 10.7557)","(106.714, 10.8013)","(106.686, 10.7548)","('empty', 'cầu_vượt_ngã_tư_hàng_xanh', 'phạm_thế_hiển')",12,TRUE,"('phường_7_quận_5', 'phường_21_quận_bình_thạnh', 'phường_2_quận_8')"
1941499,100000337,"(106.676, 10.7557)","(106.714, 10.8013)","(106.689, 10.7387)","('empty', 'cầu_vượt_ngã_tư_hàng_xanh', 'vòng_xoay_dương_bá_trạc')",12,TRUE,"('phường_7_quận_5', 'phường_21_quận_bình_thạnh', 'xã_bình_hưng_huyện_bình_chánh')"
1941502,100000337,"(106.676, 10.7557)","(106.714, 10.8013)","(106.69200000000001, 10.7397)","('empty', 'cầu_vượt_ngã_tư_hàng_xanh', 'cầu_him_lam')",12,TRUE,"('phường_7_quận_5', 'phường_21_quận_bình_thạnh', 'xã_bình_hưng_quận_7')"
1941508,100000337,"(106.676, 10.7557)","(106.714, 10.8013)","(106.70100000000001, 10.7401)","('empty', 'cầu_vượt_ngã_tư_hàng_xanh', 'nguyễn_hữu_thọ')",12,TRUE,"('phường_7_quận_5', 'phường_21_quận_bình_thạnh', 'phường_tân_hưng_quận_7')"
1942514,100000337,"(106.676, 10.7557)","(106.697, 10.7905)","(106.68, 10.7764)","('empty', 'đinh_tiên_hoàng', 'số_8')",12,TRUE,"('phường_7_quận_5', 'phường_đa_kao_quận_1', 'phường_11_quận_10')"
1942528,100000337,"(106.676, 10.7557)","(106.697, 10.7905)","(106.686, 10.7548)","('empty', 'đinh_tiên_hoàng', 'phạm_thế_hiển')",12,TRUE,"('phường_7_quận_5', 'phường_đa_kao_quận_1', 'phường_2_quận_8')"
1942539,100000337,"(106.676, 10.7557)","(106.697, 10.7905)","(106.689, 10.7387)","('empty', 'đinh_tiên_hoàng', 'vòng_xoay_dương_bá_trạc')",12,TRUE,"('phường_7_quận_5', 'phường_đa_kao_quận_1', 'xã_bình_hưng_huyện_bình_chánh')"
